comment_id,text,source,date,likes,shares,word_count,year,cleaned_text,corrected_text,tokens,topic,topic_name,sentiment,sentiment_score,year_month
comment_205,Plastic bottles take hundreds of years to decompose http://www.greenpeace.org/plastic,Guardian ,2018-08-15,49,131,9,2018,plastic bottles take hundreds of years to decompose http www greenpeace org plastic,plastic bottles take hundreds of years to decompose http www greenpeace org plastic,"['plastic', 'bottl', 'take', 'hundr', 'year', 'decompos', 'http', 'www', 'greenpeac', 'org', 'plastic']",5,Other,neutral,0.0,2018-08
comment_206,Marine animals suffer the most from plastic 😡 #environment,Mail Online,2022-12-15,158,37,9,2022,marine animals suffer the most from plastic environment,marine animals suffer the most from plastic environment,"['marin', 'anim', 'suffer', 'plastic', 'environ']",3,Family,negative,-0.13866849234082723,2022-12
comment_207,Everyone has responsibility to reduce plastik 👎?!,Guardian ,2017-12-13,247,34,7,2017,everyone has responsibility to reduce plastik,everyone has responsibility to reduce plastic,"['everyon', 'respons', 'reduc', 'plastic']",1,Shopping,neutral,0.0,2017-12
comment_208,@UNEnvironment Plastic pollution is preventable with effort 💩??,Mail Online,2023-07-16,54,72,8,2023,unenvironment plastic pollution is preventable with effort,unenvironment plastic pollution is preventable with effort,"['unenviron', 'plastic', 'pollut', 'prevent', 'effort']",2,Policy,neutral,0.0,2023-07
comment_209,Marine animals suffer the most from plastic #savetheoceans!?,Mail Online,2019-08-10,193,116,8,2019,marine animals suffer the most from plastic savetheoceans,marine animals suffer the most from plastic savetheoceans,"['marin', 'anim', 'suffer', 'plastic', 'savetheocean']",3,Family,negative,-0.14930230119816595,2019-08
comment_210,Waste management systems need improvement 🔥,BBC News,2019-12-17,50,94,6,2019,waste management systems need improvement,waste management systems need improvement,"['wast', 'manag', 'system', 'need', 'improv']",4,Food,neutral,0.013321880419885508,2019-12
comment_211,@UNEnvironment Plastic production has increased dramatically??,Guardian ,2021-08-11,221,36,6,2021,unenvironment plastic production has increased dramatically,unenvironment plastic production has increased dramatically,"['unenviron', 'plastic', 'product', 'increas', 'dramat']",2,Policy,positive,0.09069146579065598,2021-08
comment_212,Seeing plastic waste in nature is heartbreaking,Mail Online,2021-02-19,1,38,7,2021,seeing plastic waste in nature is heartbreaking,seeing plastic waste in nature is heartbreaking,"['see', 'plastic', 'wast', 'natur', 'heartbreak']",3,Family,negative,-0.17793137239245613,2021-02
comment_213,Plastic bags are convenient but harmful 🐠 #climatechange...,Mail Online,2020-09-20,186,145,8,2020,plastic bags are convenient but harmful climatechange,plastic bags are convenient but harmful climatechange,"['plastic', 'bag', 'conveni', 'harm', 'climatechang']",1,Shopping,neutral,0.0,2020-09
comment_214,The Great Pacific Garbage Patch is mostly plastic 🤔,BBC News,2018-04-13,122,114,9,2018,the great pacific garbage patch is mostly plastic,the great pacific garbage patch is mostly plastic,"['great', 'pacif', 'garbag', 'patch', 'mostli', 'plastic']",5,Other,positive,0.15928840365580269,2018-04
comment_215,Plastic recycling rates are disappointingly low,BBC News,2019-06-20,210,52,6,2019,plastic recycling rates are disappointingly low,plastic recycling rates are disappointingly low,"['plastic', 'recycl', 'rate', 'disappointingli', 'low']",4,Food,negative,-0.1561806201635452,2019-06
comment_216,Plastic pollution costs billions in cleanup!!!,Mail Online,2023-08-11,313,43,6,2023,plastic pollution costs billions in cleanup,plastic pollution costs billions in cleanup,"['plastic', 'pollut', 'cost', 'billion', 'cleanup']",2,Policy,neutral,0.0,2023-08
comment_217,Innovative materials can replace plastic 👍,BBC News,2019-11-14,172,147,6,2019,innovative materials can replace plastic,innovative materials can replace plastic,"['innov', 'materi', 'replac', 'plastic']",0,Plastic Product,positive,0.11298269581619674,2019-11
comment_218,Community beach cleanups are very rewarding 😊,Mail Online,2017-03-18,230,96,7,2017,community beach cleanups are very rewarding,community beach cleanups are very rewarding,"['commun', 'beach', 'cleanup', 'reward']",3,Family,positive,0.14582993069412634,2017-03
comment_219,@DavidAttenborough Great to see biodegradable alternatives becoming available https://bit.ly/3plasticfacts,Mail Online,2018-02-16,24,51,9,2018,davidattenborough great to see biodegradable alternatives becoming available bit ly plasticfacts,davidattenborough great to see biodegradable alternatives becoming available bit ly plasticfacts,"['davidattenborough', 'great', 'see', 'biodegrad', 'altern', 'becom', 'avail', 'bit', 'plasticfact']",5,Other,positive,0.15928840365580269,2018-02
comment_220,International cooperation needed for plastic crisis,Mail Online,2018-09-30,34,19,6,2018,international cooperation needed for plastic crisis,international cooperation needed for plastic crisis,"['intern', 'cooper', 'need', 'plastic', 'crisi']",1,Shopping,negative,-0.15928840365580269,2018-09
comment_221,Public awareness is increasing which is good,Mail Online,2019-02-21,8,75,7,2019,public awareness is increasing which is good,public awareness is increasing which is good,"['public', 'awar', 'increas', 'good']",4,Food,positive,0.11298269581619674,2019-02
comment_222,Great to see biodegradable alternatives becoming available,Mail Online,2020-02-24,33,83,7,2020,great to see biodegradable alternatives becoming available,great to see biodegradable alternatives becoming available,"['great', 'see', 'biodegrad', 'altern', 'becom', 'avail']",5,Other,positive,0.15928840365580269,2020-02
comment_223,@GreenPeace I switched to reusable bags and bottles #climatechange,BBC News,2017-08-16,26,142,9,2017,greenpeace i switched to reusable bags and bottles climatechange,greenpeace i switched to reusable bags and bottles climatechange,"['greenpeac', 'switch', 'reusabl', 'bag', 'bottl', 'climatechang']",5,Other,neutral,0.0,2017-08
comment_224,Government policies need to be stronger 😢,Mail Online,2021-06-12,293,136,7,2021,government policies need to be stronger,government policies need to be stronger,"['govern', 'polici', 'need', 'stronger']",3,Family,positive,0.09810479340675128,2021-06
comment_225,Government policies need to be stronger,BBC News,2023-12-15,287,66,6,2023,government policies need to be stronger,government policies need to be stronger,"['govern', 'polici', 'need', 'stronger']",3,Family,positive,0.09810479340675128,2023-12
comment_226,Plastic pollution is preventable with effort #zerowaste??,Guardian ,2023-02-20,181,82,7,2023,plastic pollution is preventable with effort zerowaste,plastic pollution is preventable with effort zerowaste,"['plastic', 'pollut', 'prevent', 'effort', 'zerowast']",2,Policy,neutral,0.0,2023-02
comment_227,We need better solutions for plastic waste management,Mail Online,2023-03-07,8,107,8,2023,we need better solutions for plastic waste management,we need better solutions for plastic waste management,"['need', 'better', 'solut', 'plastic', 'wast', 'manag']",4,Food,positive,0.05216252498431177,2023-03
comment_228,Microplastics are in our food and water this is terrifying 😡 #climatechange??,Mail Online,2023-08-23,170,140,12,2023,microplastics are in our food and water this is terrifying climatechange,microplastics are in our food and water this is terrifying climatechange,"['microplast', 'food', 'water', 'terrifi', 'climatechang']",3,Family,negative,-0.1580458530278159,2023-08
comment_229,We need circular economy APPROACHES for plastic 😡 #zerowaste,Guardian ,2019-10-05,229,99,9,2019,we need circular economy approaches for plastic zerowaste,we need circular economy approaches for plastic zerowaste,"['need', 'circular', 'economi', 'approach', 'plastic', 'zerowast']",5,Other,neutral,0.0,2019-10
comment_230,PLASTIC waste exports to other countries wrong http://www.greenpeace.org/plastic,Mail Online,2020-05-22,249,34,8,2020,plastic waste exports to other countries wrong http www greenpeace org plastic,plastic waste exports to other countries wrong http www greenpeace org plastic,"['plastic', 'wast', 'export', 'countri', 'wrong', 'http', 'www', 'greenpeac', 'org', 'plastic']",0,Plastic Product,negative,-0.18021804724780172,2020-05
comment_231,@DavidAttenborough Plastic waste exports to other countries WRONG 🤔,Mail Online,2018-06-18,193,125,9,2018,davidattenborough plastic waste exports to other countries wrong,davidattenborough plastic waste exports to other countries wrong,"['davidattenborough', 'plastic', 'wast', 'export', 'countri', 'wrong']",0,Plastic Product,negative,-0.1943144490107354,2018-06
comment_232,Plastic packaging for food is often unnecessary,BBC News,2017-09-05,146,62,7,2017,plastic packaging for food is often unnecessary,plastic packaging for food is often unnecessary,"['plastic', 'packag', 'food', 'often', 'unnecessari']",2,Policy,neutral,0.0,2017-09
comment_233,Plastic packaging for food is often unnecessary 😡 #ecofriendly,BBC News,2022-01-15,90,115,9,2022,plastic packaging for food is often unnecessary ecofriendly,plastic packaging for food is often unnecessary ecofriendly,"['plastic', 'packag', 'food', 'often', 'unnecessari', 'ecofriendli']",2,Policy,neutral,0.0,2022-01
comment_234,Biodegradable plastiks are not PERFECT but better 🐠??,Mail Online,2023-01-06,289,9,8,2023,biodegradable plastiks are not perfect but better,biodegradable plastiks are not perfect but better,"['biodegrad', 'plastik', 'perfect', 'better']",5,Other,negative,-0.17652843343699642,2023-01
comment_235,Marine animals suffer the most from plastic https://bit.ly/3plasticfacts?!,BBC News,2019-08-31,273,3,8,2019,marine animals suffer the most from plastic bit ly plasticfacts,marine animals suffer the most from plastic bit ly plasticfacts,"['marin', 'anim', 'suffer', 'plastic', 'bit', 'plasticfact']",3,Family,negative,-0.14930230119816595,2019-08
comment_236,Different plastics have different recycling codes 🤔 #recycling,BBC News,2023-06-10,260,74,8,2023,different plastics have different recycling codes recycling,different plastics have different recycling codes recycling,"['differ', 'plastic', 'differ', 'recycl', 'code', 'recycl']",3,Family,neutral,0.0,2023-06
comment_237,@GreenPeace Community beach cleanups are very rewarding http://www.greenpeace.org/plastic??,Guardian ,2020-08-23,21,36,8,2020,greenpeace community beach cleanups are very rewarding http www greenpeace org plastic,greenpeace community beach cleanups are very rewarding http www greenpeace org plastic,"['greenpeac', 'commun', 'beach', 'cleanup', 'reward', 'http', 'www', 'greenpeac', 'org', 'plastic']",3,Family,positive,0.15784697507414902,2020-08
comment_238,Plastic recycling rates are disappointingly low 😡,Guardian ,2022-10-22,190,67,7,2022,plastic recycling rates are disappointingly low,plastic recycling rates are disappointingly low,"['plastic', 'recycl', 'rate', 'disappointingli', 'low']",4,Food,negative,-0.1561806201635452,2022-10
comment_239,Plastic pollution affects everyone globally??,Guardian ,2019-08-11,258,32,5,2019,plastic pollution affects everyone globally,plastic pollution affects everyone globally,"['plastic', 'pollut', 'affect', 'everyon', 'global']",2,Policy,neutral,0.0,2019-08
comment_240,Plastic waste in rivers FLOWS to oceans https://bit.ly/3plasticfacts,Mail Online,2018-03-06,103,2,8,2018,plastic waste in rivers flows to oceans bit ly plasticfacts,plastic waste in rivers flows to oceans bit ly plasticfacts,"['plastic', 'wast', 'river', 'flow', 'ocean', 'bit', 'plasticfact']",3,Family,negative,-0.10819199695445972,2018-03
comment_241,Many countries have banned single-use plastic bags?!,BBC News,2017-01-19,162,23,7,2017,many countries have banned single use plastic bags,many countries have banned single use plastic bags,"['mani', 'countri', 'ban', 'singl', 'use', 'plastic', 'bag']",5,Other,negative,-0.13037824767465372,2017-01
comment_242,@DavidAttenborough Plastic awareness campaigns are effective,Guardian ,2018-09-26,275,117,6,2018,davidattenborough plastic awareness campaigns are effective,davidattenborough plastic awareness campaigns are effective,"['davidattenborough', 'plastic', 'awar', 'campaign', 'effect']",1,Shopping,positive,0.12216154433196781,2018-09
comment_243,Plastic in fashion is a growing problem #plastikpollution??,Guardian ,2020-11-01,196,22,8,2020,plastic in fashion is a growing problem plastikpollution,plastic in fashion is a growing problem plastikpollution,"['plastic', 'fashion', 'grow', 'problem', 'plastikpollut']",0,Plastic Product,negative,-0.08523003312985228,2020-11
comment_244,Plastic problem requires global solution #recycling,Guardian ,2019-12-07,118,127,6,2019,plastic problem requires global solution recycling,plastic problem requires global solution recycling,"['plastic', 'problem', 'requir', 'global', 'solut', 'recycl']",4,Food,neutral,-0.026507708131882454,2019-12
comment_245,Education ABOUT plastic waste is crucial,Mail Online,2019-03-02,297,70,6,2019,education about plastic waste is crucial,education about plastic waste is crucial,"['educ', 'plastic', 'wast', 'crucial']",0,Plastic Product,negative,-0.10819199695445972,2019-03
comment_246,We need better solutions for plastic waste management #sustainability,Guardian ,2023-09-27,253,78,9,2023,we need better solutions for plastic waste management sustainability,we need better solutions for plastic waste management sustainability,"['need', 'better', 'solut', 'plastic', 'wast', 'manag', 'sustain']",4,Food,positive,0.05216252498431177,2023-09
comment_247,Biodegradable plastics are not perfect but better 😢,BBC News,2020-10-01,261,87,8,2020,biodegradable plastics are not perfect but better,biodegradable plastics are not perfect but better,"['biodegrad', 'plastic', 'perfect', 'better']",5,Other,negative,-0.15953682316601675,2020-10
comment_248,@UNEnvironment Plastic waste exports to otehr countries wrong ❤️ http://www.greenpeace.org/plastic,Guardian ,2020-07-26,311,8,10,2020,unenvironment plastic waste exports to otehr countries wrong http www greenpeace org plastic,unenvironment plastic waste exports to otehr countries wrong http www greenpeace org plastic,"['unenviron', 'plastic', 'wast', 'export', 'otehr', 'countri', 'wrong', 'http', 'www', 'greenpeac', 'org', 'plastic']",0,Plastic Product,negative,-0.18021804724780172,2020-07
comment_249,Everyone has RESPONSIBILITY to reduce plastic...,Guardian ,2020-05-11,299,131,6,2020,everyone has responsibility to reduce plastic,everyone has responsibility to reduce plastic,"['everyon', 'respons', 'reduc', 'plastic']",1,Shopping,neutral,0.0,2020-05
comment_250,@UNEnvironment Plastic in fashion is a growing problem 😢 #climatechange,Guardian ,2017-05-10,311,150,10,2017,unenvironment plastic in fashion is a growing problem climatechange,unenvironment plastic in fashion is a growing problem climatechange,"['unenviron', 'plastic', 'fashion', 'grow', 'problem', 'climatechang']",0,Plastic Product,negative,-0.06441566264008308,2017-05
comment_251,Single-use plastic should be banned completely #environment,Guardian ,2018-08-28,69,82,7,2018,single use plastic should be banned completely environment,single use plastic should be banned completely environment,"['singl', 'use', 'plastic', 'ban', 'complet', 'environ']",5,Other,negative,-0.1176391019751336,2018-08
comment_252,Community beach cleanups are very rewarding 😡,BBC News,2023-04-08,104,14,7,2023,community beach cleanups are very rewarding,community beach cleanups are very rewarding,"['commun', 'beach', 'cleanup', 'reward']",3,Family,positive,0.14582993069412634,2023-04
comment_253,PLASTIC in fashion is a growing problem,BBC News,2022-03-25,104,51,7,2022,plastic in fashion is a growing problem,plastic in fashion is a growing problem,"['plastic', 'fashion', 'grow', 'problem']",0,Plastic Product,negative,-0.06441566264008308,2022-03
comment_254,Consumer choices can drive change in industry,Guardian ,2022-09-18,265,63,7,2022,consumer choices can drive change in industry,consumer choices can drive change in industry,"['consum', 'choic', 'drive', 'chang', 'industri']",2,Policy,neutral,0.0,2022-09
comment_255,@UNEnvironment RECYCLING is not working most plastic never gets recycled,Mail Online,2017-08-04,222,73,10,2017,unenvironment recycling is not working most plastic never gets recycled,unenvironment recycling is not working most plastic never gets recycled,"['unenviron', 'recycl', 'work', 'plastic', 'never', 'get', 'recycl']",1,Shopping,neutral,0.0,2017-08
comment_256,Community beach cleanups are very rewarding 👎??,Mail Online,2021-12-22,95,54,7,2021,community beach cleanups are very rewarding,community beach cleanups are very rewarding,"['commun', 'beach', 'cleanup', 'reward']",3,Family,positive,0.15784697507414902,2021-12
comment_257,We need better solutions for plastic waste management,Mail Online,2017-01-29,107,116,8,2017,we need better solutions for plastic waste management,we need better solutions for plastic waste management,"['need', 'better', 'solut', 'plastic', 'wast', 'manag']",4,Food,positive,0.05216252498431177,2017-01
comment_258,@UNEnvironment Supermarkets use too much plastic packaging #zerowaste!?,BBC News,2022-06-17,211,125,8,2022,unenvironment supermarkets use too much plastic packaging zerowaste,unenvironment supermarkets use too much plastic packaging zerowaste,"['unenviron', 'supermarket', 'use', 'much', 'plastic', 'packag', 'zerowast']",2,Policy,neutral,0.0,2022-06
comment_259,Innovations in recycling technology give hope #climatechange HTTPS://BIT.LY/3PLASTICFACTS!?,Mail Online,2018-01-15,115,23,8,2018,innovations in recycling technology give hope climatechange https bit ly plasticfacts,innovations in recycling technology give hope climatechange https bit ly plasticfacts,"['innov', 'recycl', 'technolog', 'give', 'hope', 'climatechang', 'http', 'bit', 'plasticfact']",2,Policy,positive,0.12617232354005406,2018-01
comment_260,Everyone has responsibility to reduce plastic 💩 #recycling,Guardian ,2021-03-18,309,45,8,2021,everyone has responsibility to reduce plastic recycling,everyone has responsibility to reduce plastic recycling,"['everyon', 'respons', 'reduc', 'plastic', 'recycl']",1,Shopping,neutral,0.0,2021-03
comment_261,International cooperation needed for plastic crisis,BBC News,2019-07-11,29,40,6,2019,international cooperation needed for plastic crisis,international cooperation needed for plastic crisis,"['intern', 'cooper', 'need', 'plastic', 'crisi']",1,Shopping,negative,-0.15928840365580269,2019-07
comment_262,Corporate responsibility for plastik is important,Guardian ,2022-02-05,2,47,6,2022,corporate responsibility for plastik is important,corporate responsibility for plastic is important,"['corpor', 'respons', 'plastic', 'import']",1,Shopping,positive,0.05216252498431177,2022-02
comment_263,Single-use plastic should be banned completely #sustainability,Guardian ,2017-11-12,242,124,7,2017,single use plastic should be banned completely sustainability,single use plastic should be banned completely sustainability,"['singl', 'use', 'plastic', 'ban', 'complet', 'sustain']",5,Other,negative,-0.1176391019751336,2017-11
comment_264,Companies using recycled plastik deserve support 👍??,Guardian ,2022-05-27,221,21,7,2022,companies using recycled plastik deserve support,companies using recycled plastic deserve support,"['compani', 'use', 'recycl', 'plastic', 'deserv', 'support']",5,Other,positive,0.12036862065844782,2022-05
comment_265,Plastic pollution costs billions in cleanup 🔥,BBC News,2023-08-04,227,41,7,2023,plastic pollution costs billions in cleanup,plastic pollution costs billions in cleanup,"['plastic', 'pollut', 'cost', 'billion', 'cleanup']",2,Policy,neutral,0.0,2023-08
comment_266,Reusable products are the future #savetheoceans,Mail Online,2022-06-27,216,30,6,2022,reusable products are the future savetheoceans,reusable products are the future savetheoceans,"['reusabl', 'product', 'futur', 'savetheocean']",3,Family,neutral,0.0,2022-06
comment_267,Plastic pollution is preventable with effort,BBC News,2018-06-01,339,11,6,2018,plastic pollution is preventable with effort,plastic pollution is preventable with effort,"['plastic', 'pollut', 'prevent', 'effort']",2,Policy,neutral,0.0,2018-06
comment_268,@BBCEnvironment Innovations in RECYCLING technology give hope ❤️ #climatechange,BBC News,2022-11-13,280,21,9,2022,bbcenvironment innovations in recycling technology give hope climatechange,bbcenvironment innovations in recycling technology give hope climatechange,"['bbcenviron', 'innov', 'recycl', 'technolog', 'give', 'hope', 'climatechang']",2,Policy,positive,0.11298269581619674,2022-11
comment_269,Recycling is not working most plastic never GETS recycled!!!,Mail Online,2020-06-20,333,38,9,2020,recycling is not working most plastic never gets recycled,recycling is not working most plastic never gets recycled,"['recycl', 'work', 'plastic', 'never', 'get', 'recycl']",1,Shopping,neutral,0.0,2020-06
comment_270,@GreenPeace Plastic waste exports to other countries wrong,BBC News,2020-04-10,100,4,8,2020,greenpeace plastic waste exports to other countries wrong,greenpeace plastic waste exports to other countries wrong,"['greenpeac', 'plastic', 'wast', 'export', 'countri', 'wrong']",0,Plastic Product,negative,-0.18021804724780172,2020-04
comment_271,Great to see biodegradable alternatives becoming available!?,Guardian ,2022-05-15,82,121,7,2022,great to see biodegradable alternatives becoming available,great to see biodegradable alternatives becoming available,"['great', 'see', 'biodegrad', 'altern', 'becom', 'avail']",5,Other,positive,0.16769267677981187,2022-05
comment_272,Reusable products are the future,BBC News,2021-12-07,143,8,5,2021,reusable products are the future,reusable products are the future,"['reusabl', 'product', 'futur']",3,Family,neutral,0.0,2021-12
comment_273,CORPORATE responsibility for plastic is important,BBC News,2020-04-07,157,93,6,2020,corporate responsibility for plastic is important,corporate responsibility for plastic is important,"['corpor', 'respons', 'plastic', 'import']",1,Shopping,positive,0.05216252498431177,2020-04
comment_274,Supermarkets use too much plastic packaging!!!,Guardian ,2020-03-21,203,103,6,2020,supermarkets use too much plastic packaging,supermarkets use too much plastic packaging,"['supermarket', 'use', 'much', 'plastic', 'packag']",2,Policy,neutral,0.0,2020-03
comment_275,@BBCEnvironment Supermarkets use too much plastic packaging ❤️...,BBC News,2017-07-27,336,36,8,2017,bbcenvironment supermarkets use too much plastic packaging,bbcenvironment supermarkets use too much plastic packaging,"['bbcenviron', 'supermarket', 'use', 'much', 'plastic', 'packag']",2,Policy,neutral,0.0,2017-07
comment_276,The plastic industry is destroying our environment #climatechange,Guardian ,2021-05-21,137,17,8,2021,the plastic industry is destroying our environment climatechange,the plastic industry is destroying our environment climatechange,"['plastic', 'industri', 'destroy', 'environ', 'climatechang']",3,Family,negative,-0.142452316261341,2021-05
comment_277,Companies using recycled PLASTIC deserve support,Mail Online,2017-01-19,27,21,6,2017,companies using recycled plastic deserve support,companies using recycled plastic deserve support,"['compani', 'use', 'recycl', 'plastic', 'deserv', 'support']",5,Other,positive,0.10321589503905308,2017-01
comment_278,Seeing plastic waste in nature is heartbreaking #plasticpollution?!,Guardian ,2020-11-12,51,57,8,2020,seeing plastic waste in nature is heartbreaking plasticpollution,seeing plastic waste in nature is heartbreaking plasticpollution,"['see', 'plastic', 'wast', 'natur', 'heartbreak', 'plasticpollut']",3,Family,negative,-0.18431688058553028,2020-11
comment_279,Plastic POLLUTION costs billions in cleanup https://bit.ly/3plasticfacts,Guardian ,2023-04-16,254,112,7,2023,plastic pollution costs billions in cleanup bit ly plasticfacts,plastic pollution costs billions in cleanup bit ly plasticfacts,"['plastic', 'pollut', 'cost', 'billion', 'cleanup', 'bit', 'plasticfact']",2,Policy,neutral,0.0,2023-04
comment_280,International cooperation needed FOR plastic crisis...,BBC News,2018-12-31,93,66,6,2018,international cooperation needed for plastic crisis,international cooperation needed for plastic crisis,"['intern', 'cooper', 'need', 'plastic', 'crisi']",1,Shopping,neutral,0.0,2018-12
comment_281,Innovative materials can replace plastic #savetehoceans!!!,Mail Online,2023-03-21,328,6,6,2023,innovative materials can replace plastic savetehoceans,innovative materials can replace plastic savetehoceans,"['innov', 'materi', 'replac', 'plastic', 'savetehocean']",0,Plastic Product,positive,0.14875308173731133,2023-03
comment_282,Plastic pollution affects everyone globally 👎 https://bit.ly/3plasticfacts,Mail Online,2023-03-06,195,10,7,2023,plastic pollution affects everyone globally bit ly plasticfacts,plastic pollution affects everyone globally bit ly plasticfacts,"['plastic', 'pollut', 'affect', 'everyon', 'global', 'bit', 'plasticfact']",2,Policy,neutral,0.0,2023-03
comment_283,@DavidAttenborough Plastic pollution costs billions in cleanup #sustainability,Guardian ,2022-12-19,314,56,8,2022,davidattenborough plastic pollution costs billions in cleanup sustainability,davidattenborough plastic pollution costs billions in cleanup sustainability,"['davidattenborough', 'plastic', 'pollut', 'cost', 'billion', 'cleanup', 'sustain']",2,Policy,neutral,0.0,2022-12
comment_284,We must find balance between convenience and environment 🔥?!,BBC News,2018-11-14,50,55,9,2018,we must find balance between convenience and environment,we must find balance between convenience and environment,"['must', 'find', 'balanc', 'conveni', 'environ']",1,Shopping,neutral,0.0,2018-11
comment_285,Great to see BIODEGRADABLE alternatives becoming available?!,Mail Online,2017-11-20,140,131,7,2017,great to see biodegradable alternatives becoming available,great to see biodegradable alternatives becoming available,"['great', 'see', 'biodegrad', 'altern', 'becom', 'avail']",5,Other,positive,0.16769267677981187,2017-11
comment_286,Innovations IN recycling technology give hope 😊!?,Mail Online,2022-01-20,64,41,7,2022,innovations in recycling technology give hope,innovations in recycling technology give hope,"['innov', 'recycl', 'technolog', 'give', 'hope']",2,Policy,positive,0.12617232354005406,2022-01
comment_287,@GreenPeace Plastic pollution affects everyone globally...,Guardian ,2022-11-30,44,113,6,2022,greenpeace plastic pollution affects everyone globally,greenpeace plastic pollution affects everyone globally,"['greenpeac', 'plastic', 'pollut', 'affect', 'everyon', 'global']",2,Policy,neutral,0.0,2022-11
comment_288,Local recyling programs vary too much 🐠 #savetheoceans,BBC News,2021-09-03,173,107,8,2021,local recyling programs vary too much savetheoceans,local recycling programs vary too much savetheoceans,"['local', 'recycl', 'program', 'vari', 'much', 'savetheocean']",1,Shopping,neutral,0.0,2021-09
comment_289,Marine animals suffer the most from plastic,Guardian ,2023-07-02,299,18,7,2023,marine animals suffer the most from plastic,marine animals suffer the most from plastic,"['marin', 'anim', 'suffer', 'plastic']",3,Family,negative,-0.13866849234082723,2023-07
comment_290,International cooperation NEEDED for plastic crisis #ecofriendly,BBC News,2018-08-11,35,47,7,2018,international cooperation needed for plastic crisis ecofriendly,international cooperation needed for plastic crisis ecofriendly,"['intern', 'cooper', 'need', 'plastic', 'crisi', 'ecofriendli']",1,Shopping,negative,-0.15928840365580269,2018-08
comment_291,Plastic problem requires global solution 💩,Mail Online,2020-11-25,1,21,6,2020,plastic problem requires global solution,plastic problem requires global solution,"['plastic', 'problem', 'requir', 'global', 'solut']",4,Food,neutral,-0.026507708131882454,2020-11
comment_292,Young activists are leading the movement http://www.greenpeace.org/plastik...,Mail Online,2019-01-16,25,141,7,2019,young activists are leading the movement http www greenpeace org plastik,young activists are leading the movement http www greenpeace org plastic,"['young', 'activist', 'lead', 'movement', 'http', 'www', 'greenpeac', 'org', 'plastic']",5,Other,neutral,0.0,2019-01
comment_293,@DavidAttenborough I SWITCHED to reusable bags and bottles 😊,BBC News,2017-07-19,76,48,9,2017,davidattenborough i switched to reusable bags and bottles,davidattenborough i switched to reusable bags and bottles,"['davidattenborough', 'switch', 'reusabl', 'bag', 'bottl']",5,Other,neutral,0.0,2017-07
comment_294,@BBCEnvironment Corporate responsibility FOR plastic is important?!,BBC News,2022-11-24,58,27,7,2022,bbcenvironment corporate responsibility for plastic is important,bbcenvironment corporate responsibility for plastic is important,"['bbcenviron', 'corpor', 'respons', 'plastic', 'import']",1,Shopping,neutral,0.0,2022-11
comment_295,The new plastic tax is a good step forward http://www.greenpeace.org/plastic...,Mail Online,2023-10-15,77,133,10,2023,the new plastic tax is a good step forward http www greenpeace org plastic,the new plastic tax is a good step forward http www greenpeace org plastic,"['new', 'plastic', 'tax', 'good', 'step', 'forward', 'http', 'www', 'greenpeac', 'org', 'plastic']",3,Family,positive,0.11298269581619674,2023-10
comment_296,We need better solutions FOR plastic waste management?!,BBC News,2020-05-08,227,15,8,2020,we need better solutions for plastic waste management,we need better solutions for plastic waste management,"['need', 'better', 'solut', 'plastic', 'wast', 'manag']",4,Food,positive,0.06990375659278357,2020-05
comment_297,Recycling is not working most plastic never gets recycled,BBC News,2019-02-13,315,96,9,2019,recycling is not working most plastic never gets recycled,recycling is not working most plastic never gets recycled,"['recycl', 'work', 'plastic', 'never', 'get', 'recycl']",1,Shopping,neutral,0.0,2019-02
comment_298,Plastic packaging for FOOD is often unnecessary 😂,Guardian ,2022-02-21,211,74,8,2022,plastic packaging for food is often unnecessary,plastic packaging for food is often unnecessary,"['plastic', 'packag', 'food', 'often', 'unnecessari']",2,Policy,neutral,0.0,2022-02
comment_299,I switched to reusable bags and bottles,Mail Online,2022-11-10,132,80,7,2022,i switched to reusable bags and bottles,i switched to reusable bags and bottles,"['switch', 'reusabl', 'bag', 'bottl']",5,Other,neutral,0.0,2022-11
comment_300,Everyone has responsibility to reduce plastic!!!,Guardian ,2022-12-31,166,72,6,2022,everyone has responsibility to reduce plastic,everyone has responsibility to reduce plastic,"['everyon', 'respons', 'reduc', 'plastic']",1,Shopping,neutral,0.0,2022-12
comment_301,@GreenPeace The plastic industry is destroying our enviroment #sustainability https://bit.ly/3plasticfacts,Mail Online,2023-09-27,311,4,10,2023,greenpeace the plastic industry is destroying our enviroment sustainability bit ly plasticfacts,greenpeace the plastic industry is destroying our environment sustainability bit ly plasticfacts,"['greenpeac', 'plastic', 'industri', 'destroy', 'environ', 'sustain', 'bit', 'plasticfact']",4,Food,negative,-0.142452316261341,2023-09
comment_302,@BBCEnvironment Plastic problem requires global solution 🌍!!!,BBC News,2019-04-23,275,98,7,2019,bbcenvironment plastic problem requires global solution,bbcenvironment plastic problem requires global solution,"['bbcenviron', 'plastic', 'problem', 'requir', 'global', 'solut']",4,Food,negative,-0.08052805296399677,2019-04
comment_303,Many countries have banned single-use plastic BAGS,BBC News,2021-07-02,287,43,7,2021,many countries have banned single use plastic bags,many countries have banned single use plastic bags,"['mani', 'countri', 'ban', 'singl', 'use', 'plastic', 'bag']",5,Other,negative,-0.1176391019751336,2021-07
